Record_ID,Date,Shift,Line,Production_Volume,Average_Cycle_Time,Defects_Total,Defect_Rate,Downtime_Total,Defects_Dimensional,Defects_Surface,Defects_Assembly,Defects_Material,Defects_Other,Downtime_Maintenance,Downtime_Setup/Changeover,Downtime_Breakdown,Downtime_Material Shortage,Downtime_Operator Absence,Quality_FPY,Quality_DPMO,Quality_RTY,Quality_Sigma_Level,TimeMotion_Setup_Time_Minutes,TimeMotion_Movement_Time_Seconds,TimeMotion_Machine_Time_Seconds,TimeMotion_Operator_Utilization,TimeMotion_WIP_Average,Efficiency_Factor,Quality_Factor,Reliability_Factor
886,2023-02-20,Morning,Line C,489,48.66,5,0.0102,6.517401162905487,1,3,0,0,1,2.0,1.2,1.2,1.6,0.5,0.9898,10224,0.9847,6.0,21.5,12.1,36.5,0.7,21.5,0.726,0.775,0.756
887,2023-02-20,Afternoon,Line C,437,45.21,3,0.0069,2.602691948892228,1,1,1,0,0,0.8,0.7,0.4,0.4,0.2,0.9931,6864,0.9897,6.0,25.1,7.7,37.5,0.51,26.8,0.685,0.749,0.814
888,2023-02-20,Night,Line C,449,47.5,3,0.0067,9.629234828413297,3,0,0,0,0,2.7,3.0,1.7,1.5,0.7,0.9933,6681,0.99,6.0,24.3,9.2,38.3,0.53,29.4,0.674,0.755,0.814
889,2023-02-21,Morning,Line C,473,46.53,4,0.0085,7.861245305345253,1,0,1,2,0,2.5,1.7,1.4,1.3,0.9,0.9915,8456,0.9873,6.0,19.7,9.5,37.1,0.49,27.3,0.729,0.734,0.775
890,2023-02-21,Afternoon,Line C,449,41.91,3,0.0067,16.5889880563576,1,0,1,0,1,5.6,4.0,3.2,2.7,1.2,0.9933,6681,0.99,6.0,17.9,4.7,37.2,0.47,24.7,0.719,0.754,0.8
891,2023-02-21,Night,Line C,419,44.75,0,0.0,11.338818780583665,0,0,0,0,0,3.2,3.1,2.5,1.7,0.9,1.0,0,1.0,6.0,24.8,10.0,34.8,0.36,21.8,0.702,0.77,0.777
892,2023-02-22,Morning,Line C,425,49.91,2,0.0047,0.0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.9953,4705,0.9929,6.0,29.6,5.9,44.0,0.42,18.8,0.666,0.757,0.754
893,2023-02-22,Afternoon,Line C,475,43.42,8,0.0168,4.392452894520659,3,1,2,2,0,1.6,1.1,0.7,0.6,0.4,0.9832,16842,0.9748,6.0,14.0,8.3,35.2,0.43,18.4,0.718,0.77,0.78
894,2023-02-22,Night,Line C,409,44.63,3,0.0073,17.74431678709869,0,0,2,1,0,6.7,2.5,3.0,4.1,1.4,0.9927,7334,0.989,6.0,7.8,10.9,33.7,0.53,21.0,0.684,0.751,0.743
895,2023-02-23,Morning,Line C,418,47.84,7,0.0167,10.245308167586646,2,1,1,3,0,2.8,2.3,2.9,1.6,0.7,0.9833,16746,0.975,6.0,22.1,9.4,38.5,0.47,29.6,0.678,0.787,0.818
896,2023-02-23,Afternoon,Line C,461,41.07,11,0.0239,12.12486370856723,6,3,1,1,0,3.6,2.8,2.4,1.7,1.6,0.9761,23861,0.9644,6.0,22.3,8.1,33.0,0.33,25.2,0.717,0.728,0.781
897,2023-02-23,Night,Line C,414,48.74,2,0.0048,9.256766359794648,2,0,0,0,0,2.6,2.7,1.5,1.7,0.8,0.9952,4830,0.9928,6.0,34.4,6.3,42.4,0.46,19.8,0.675,0.773,0.749
898,2023-02-24,Morning,Line C,482,43.21,5,0.0104,4.415660387334804,4,0,1,0,0,1.8,1.2,0.5,0.5,0.4,0.9896,10373,0.9845,6.0,9.4,9.4,33.8,0.4,14.1,0.709,0.716,0.799
899,2023-02-24,Afternoon,Line C,411,47.62,6,0.0146,4.545262637844511,2,3,1,0,0,1.0,1.0,1.2,0.5,0.8,0.9854,14598,0.9782,6.0,22.2,10.2,37.5,0.56,8.1,0.679,0.778,0.806
900,2023-02-24,Night,Line C,447,43.41,2,0.0045,4.406950302376502,0,0,1,1,0,1.3,0.8,0.9,0.8,0.6,0.9955,4474,0.9933,6.0,8.1,11.7,31.7,0.54,19.1,0.707,0.737,0.792
901,2023-02-27,Morning,Line C,394,50.9,2,0.0051,6.180716735104183,1,1,0,0,0,2.6,1.0,0.8,1.3,0.5,0.9949,5076,0.9924,6.0,9.5,6.4,44.5,0.57,25.3,0.665,0.726,0.776
902,2023-02-27,Afternoon,Line C,457,46.31,2,0.0044,3.128346497923069,1,0,1,0,0,0.9,0.7,0.7,0.5,0.4,0.9956,4376,0.9934,6.0,21.9,12.7,33.6,0.5,20.3,0.687,0.77,0.797
903,2023-02-27,Night,Line C,446,45.64,7,0.0157,18.572318136981785,3,2,1,0,1,7.4,3.9,4.5,1.9,0.9,0.9843,15695,0.9766,6.0,23.9,6.7,38.9,0.59,10.7,0.691,0.747,0.786
904,2023-02-28,Morning,Line C,416,46.26,2,0.0048,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9952,4807,0.9928,6.0,23.0,11.8,34.5,0.43,17.5,0.684,0.781,0.809
905,2023-02-28,Afternoon,Line C,427,47.28,2,0.0047,12.006567687379084,2,0,0,0,0,3.2,2.4,3.2,1.7,1.4,0.9953,4683,0.993,6.0,21.6,10.2,37.1,0.52,18.9,0.704,0.739,0.748
906,2023-02-28,Night,Line C,432,46.93,1,0.0023,8.345345438041377,0,1,0,0,0,2.3,2.0,2.2,1.3,0.6,0.9977,2314,0.9965,6.0,20.7,11.3,35.6,0.57,15.1,0.688,0.746,0.771
907,2023-03-01,Morning,Line C,497,42.91,5,0.0101,0.0,2,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.9899,10060,0.9849,6.0,31.4,6.3,36.6,0.5,11.8,0.776,0.773,0.852
908,2023-03-01,Afternoon,Line C,510,41.46,2,0.0039,26.871936578115697,1,1,0,0,0,8.6,6.4,6.2,3.5,2.1,0.9961,3921,0.9941,6.0,23.0,9.6,31.9,0.38,12.6,0.775,0.797,0.814
909,2023-03-01,Night,Line C,490,44.14,2,0.0041,1.4339497606389247,0,1,0,1,0,0.5,0.3,0.3,0.2,0.1,0.9959,4081,0.9939,6.0,16.6,8.9,35.3,0.51,15.6,0.761,0.793,0.817
910,2023-03-02,Morning,Line C,500,37.33,2,0.004,25.928231473688566,1,1,0,0,0,7.8,7.8,4.9,3.1,2.3,0.996,4000,0.994,6.0,25.2,9.3,28.1,0.57,29.6,0.785,0.832,0.79
911,2023-03-02,Afternoon,Line C,511,43.44,3,0.0059,12.550571476089615,1,1,0,1,0,3.6,3.3,2.9,1.8,1.0,0.9941,5870,0.9912,6.0,15.5,9.7,33.8,0.63,2.6,0.734,0.814,0.802
912,2023-03-02,Night,Line C,503,45.99,5,0.0099,0.0,1,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.9901,9940,0.9851,6.0,19.5,8.5,37.5,0.44,16.5,0.758,0.776,0.822
913,2023-03-03,Morning,Line C,485,39.97,5,0.0103,4.475694744375826,1,1,2,0,1,1.4,1.0,0.9,0.8,0.4,0.9897,10309,0.9846,6.0,15.1,7.5,32.5,0.62,12.6,0.774,0.802,0.852
914,2023-03-03,Afternoon,Line C,476,43.96,3,0.0063,14.771955590793869,1,0,1,1,0,4.1,3.7,3.2,1.9,1.8,0.9937,6302,0.9906,6.0,18.5,7.8,36.2,0.59,17.2,0.741,0.786,0.803
915,2023-03-03,Night,Line C,499,38.21,3,0.006,7.866227880017489,0,0,0,2,1,2.7,1.5,1.7,1.3,0.7,0.994,6012,0.991,6.0,18.4,6.4,31.9,0.51,25.7,0.756,0.817,0.791
916,2023-03-06,Morning,Line C,455,39.52,4,0.0088,30.724034241822856,3,0,1,0,0,10.1,6.5,5.5,6.1,2.5,0.9912,8791,0.9868,6.0,10.2,6.3,33.2,0.54,7.0,0.725,0.784,0.831
917,2023-03-06,Afternoon,Line C,440,42.34,2,0.0045,0.6187660575258964,0,2,0,0,0,0.2,0.1,0.2,0.1,0.1,0.9955,4545,0.9932,6.0,4.0,7.6,34.7,0.54,26.2,0.726,0.761,0.78
918,2023-03-06,Night,Line C,477,44.53,3,0.0063,3.261921160113968,0,0,2,1,0,1.0,0.8,0.7,0.5,0.3,0.9937,6289,0.9906,6.0,32.0,10.2,34.3,0.42,31.6,0.713,0.761,0.828
919,2023-03-07,Morning,Line C,453,45.66,4,0.0088,15.17732354176966,2,0,0,2,0,4.9,4.4,2.6,2.1,1.2,0.9912,8830,0.9868,6.0,19.7,12.4,33.2,0.63,32.4,0.725,0.809,0.795
920,2023-03-07,Afternoon,Line C,485,40.84,4,0.0082,7.219385403743916,3,0,1,0,0,2.5,1.2,1.4,1.4,0.6,0.9918,8247,0.9877,6.0,9.5,12.5,28.3,0.46,14.2,0.767,0.799,0.798
921,2023-03-07,Night,Line C,446,41.6,5,0.0112,2.2963976323528197,4,1,0,0,0,0.6,0.8,0.4,0.3,0.3,0.9888,11210,0.9832,6.0,26.3,9.9,31.7,0.64,12.6,0.747,0.784,0.813
922,2023-03-08,Morning,Line C,434,43.08,2,0.0046,21.00342537839852,1,1,0,0,0,6.1,3.8,4.6,3.8,2.7,0.9954,4608,0.9931,6.0,25.0,5.1,37.9,0.43,27.8,0.73,0.805,0.811
923,2023-03-08,Afternoon,Line C,504,41.76,1,0.002,1.9192639532923332,0,0,0,0,1,0.6,0.4,0.3,0.3,0.2,0.998,1984,0.997,6.0,8.7,6.3,35.5,0.6,19.5,0.786,0.804,0.82
924,2023-03-08,Night,Line C,489,43.8,5,0.0102,4.830535340614397,1,1,2,1,0,1.4,1.3,1.1,0.5,0.5,0.9898,10224,0.9847,6.0,13.6,7.8,36.0,0.49,5.1,0.754,0.796,0.837
925,2023-03-09,Morning,Line C,469,41.9,7,0.0149,7.61016930297255,2,5,0,0,0,2.3,2.1,0.9,1.6,0.8,0.9851,14925,0.9777,6.0,16.7,9.5,32.4,0.62,8.5,0.774,0.795,0.847
926,2023-03-09,Afternoon,Line C,510,42.49,1,0.002,8.504293682894048,1,0,0,0,0,2.5,2.6,1.7,0.8,0.9,0.998,1960,0.9971,6.0,23.0,9.7,32.8,0.61,12.5,0.776,0.767,0.847
927,2023-03-09,Night,Line C,445,43.79,4,0.009,2.699000532528728,1,2,0,1,0,1.0,0.7,0.3,0.4,0.4,0.991,8988,0.9865,6.0,24.2,12.0,31.8,0.65,17.3,0.739,0.783,0.783
928,2023-03-10,Morning,Line C,485,39.26,1,0.0021,9.455271214232813,0,0,1,0,0,2.5,2.3,2.6,1.0,1.1,0.9979,2061,0.9969,6.0,16.6,6.9,32.4,0.47,9.5,0.787,0.819,0.8
929,2023-03-10,Afternoon,Line C,427,42.33,2,0.0047,9.382277538363018,2,0,0,0,0,2.9,2.5,1.8,1.3,0.8,0.9953,4683,0.993,6.0,17.5,9.3,33.0,0.58,19.5,0.781,0.796,0.86
930,2023-03-10,Night,Line C,463,43.89,4,0.0086,3.602529832303666,2,0,0,2,0,1.2,1.1,0.5,0.5,0.3,0.9914,8639,0.9871,6.0,19.2,6.4,37.5,0.39,20.3,0.723,0.837,0.842
931,2023-03-13,Morning,Line C,472,45.08,1,0.0021,14.21966072803724,1,0,0,0,0,3.4,3.8,3.3,2.8,0.9,0.9979,2118,0.9968,6.0,28.2,7.1,38.0,0.52,15.5,0.738,0.761,0.81
932,2023-03-13,Afternoon,Line C,501,40.09,2,0.004,3.352815343892344,1,0,0,1,0,1.0,0.7,0.7,0.5,0.4,0.996,3992,0.994,6.0,11.2,7.7,32.4,0.45,16.8,0.745,0.806,0.817
933,2023-03-13,Night,Line C,455,43.48,3,0.0066,12.886383635799286,0,1,1,1,0,3.7,3.7,2.7,1.9,0.8,0.9934,6593,0.9901,6.0,11.1,10.4,33.0,0.43,14.8,0.731,0.776,0.857
934,2023-03-14,Morning,Line C,480,42.84,2,0.0042,8.388279844634772,1,1,0,0,0,2.1,2.6,1.3,1.5,0.9,0.9958,4166,0.9938,6.0,16.4,8.2,34.7,0.51,19.9,0.727,0.826,0.836
935,2023-03-14,Afternoon,Line C,491,41.5,4,0.0081,8.48107355793053,2,1,1,0,0,3.0,2.3,1.9,0.8,0.6,0.9919,8146,0.9878,6.0,17.7,6.8,34.7,0.48,21.9,0.752,0.833,0.848
936,2023-03-14,Night,Line C,469,42.41,4,0.0085,2.1424497373479494,0,1,0,2,1,0.7,0.6,0.4,0.1,0.3,0.9915,8528,0.9872,6.0,25.8,12.7,29.7,0.49,19.5,0.743,0.776,0.799
937,2023-03-15,Morning,Line C,515,47.16,1,0.0019,9.74158690522321,1,0,0,0,0,2.3,2.9,1.4,1.9,1.2,0.9981,1941,0.9971,6.0,9.8,11.4,35.7,0.56,23.4,0.713,0.836,0.784
938,2023-03-15,Afternoon,Line C,501,42.56,4,0.008,13.100511710974219,1,1,0,2,0,3.9,3.1,1.7,3.0,1.3,0.992,7984,0.988,6.0,18.9,9.6,32.9,0.45,26.0,0.751,0.798,0.831
939,2023-03-15,Night,Line C,505,42.21,5,0.0099,10.668730533739971,2,1,1,1,0,2.1,3.0,2.5,2.3,0.7,0.9901,9900,0.9852,6.0,-0.1,8.5,33.7,0.54,28.3,0.753,0.807,0.817
940,2023-03-16,Morning,Line C,486,42.11,2,0.0041,19.360309029251297,2,0,0,0,0,4.1,5.4,4.5,3.7,1.7,0.9959,4115,0.9938,6.0,21.1,9.3,32.8,0.58,16.0,0.772,0.831,0.822
941,2023-03-16,Afternoon,Line C,461,42.65,3,0.0065,9.837156688063374,1,2,0,0,0,2.6,2.9,2.0,1.8,0.7,0.9935,6507,0.9903,6.0,4.2,8.7,33.9,0.66,18.9,0.756,0.772,0.786
942,2023-03-16,Night,Line C,543,39.47,4,0.0074,1.980003851355985,2,0,0,2,0,0.5,0.7,0.3,0.3,0.2,0.9926,7366,0.989,6.0,22.5,7.4,32.0,0.58,22.7,0.785,0.795,0.78
943,2023-03-17,Morning,Line C,391,44.79,4,0.0102,9.95583591195141,3,0,0,1,0,3.7,2.4,1.6,1.1,1.2,0.9898,10230,0.9847,6.0,17.8,6.3,38.5,0.61,24.3,0.745,0.803,0.828
944,2023-03-17,Afternoon,Line C,491,42.31,4,0.0081,0.0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9919,8146,0.9878,6.0,18.0,8.6,33.7,0.37,20.1,0.765,0.82,0.79
945,2023-03-17,Night,Line C,471,41.97,3,0.0064,12.203043626405451,1,1,1,0,0,3.1,2.2,3.5,2.3,1.1,0.9936,6369,0.9905,6.0,20.8,8.9,33.0,0.54,8.4,0.734,0.812,0.814
946,2023-03-20,Morning,Line C,466,40.29,2,0.0043,9.65533909818776,1,0,1,0,0,2.4,2.4,2.2,1.6,1.0,0.9957,4291,0.9936,6.0,13.7,10.6,29.7,0.51,23.1,0.762,0.78,0.819
947,2023-03-20,Afternoon,Line C,464,43.78,1,0.0022,13.568509719316916,0,0,1,0,0,4.3,3.1,3.1,1.5,1.5,0.9978,2155,0.9968,6.0,12.7,9.1,34.7,0.5,14.2,0.773,0.826,0.831
948,2023-03-20,Night,Line C,489,46.73,5,0.0102,1.3795350187556856,1,2,2,0,0,0.5,0.4,0.3,0.2,0.1,0.9898,10224,0.9847,6.0,17.0,5.8,41.0,0.33,25.2,0.717,0.791,0.847
949,2023-03-21,Morning,Line C,482,43.28,5,0.0104,2.465891600530074,1,0,1,3,0,0.8,0.6,0.5,0.3,0.2,0.9896,10373,0.9845,6.0,19.8,10.8,32.5,0.53,18.7,0.758,0.782,0.823
950,2023-03-21,Afternoon,Line C,479,43.39,6,0.0125,6.597283609695278,2,1,2,1,0,2.2,2.0,1.2,1.0,0.2,0.9875,12526,0.9813,6.0,20.4,9.6,33.8,0.42,19.3,0.744,0.777,0.801
951,2023-03-21,Night,Line C,491,44.56,2,0.0041,2.1864348696288713,0,0,1,1,0,0.6,0.6,0.3,0.3,0.3,0.9959,4073,0.9939,6.0,23.9,10.3,34.3,0.39,19.3,0.744,0.831,0.835
952,2023-03-22,Morning,Line C,481,45.88,1,0.0021,6.12355838887645,1,0,0,0,0,1.7,1.7,1.8,0.7,0.3,0.9979,2079,0.9969,6.0,20.4,7.6,38.2,0.5,22.6,0.743,0.832,0.792
953,2023-03-22,Afternoon,Line C,477,44.55,2,0.0042,0.0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9958,4192,0.9937,6.0,27.1,10.1,34.5,0.42,21.8,0.743,0.821,0.823
954,2023-03-22,Night,Line C,499,41.97,2,0.004,9.367611037233187,2,0,0,0,0,2.8,2.1,2.2,1.3,1.0,0.996,4008,0.994,6.0,14.2,5.2,36.7,0.52,12.6,0.74,0.785,0.811
955,2023-03-23,Morning,Line C,465,41.93,3,0.0065,4.316505247669396,2,0,1,0,0,1.6,0.9,0.7,0.5,0.7,0.9935,6451,0.9903,6.0,30.7,8.4,33.6,0.53,10.3,0.745,0.765,0.812
956,2023-03-23,Afternoon,Line C,457,46.43,0,0.0,4.27645884564986,0,0,0,0,0,1.1,1.2,0.9,0.7,0.5,1.0,0,1.0,6.0,21.3,9.1,37.3,0.59,29.5,0.747,0.836,0.799
957,2023-03-23,Night,Line C,533,39.82,3,0.0056,2.6883568600836356,2,0,0,1,0,0.8,0.7,0.7,0.3,0.2,0.9944,5628,0.9916,6.0,22.2,9.1,30.7,0.67,20.6,0.785,0.824,0.811
958,2023-03-24,Morning,Line C,514,40.73,7,0.0136,6.282311460606675,4,1,1,0,1,1.8,1.3,1.3,1.3,0.7,0.9864,13618,0.9796,6.0,18.3,8.3,32.4,0.68,16.2,0.787,0.79,0.801
959,2023-03-24,Afternoon,Line C,466,43.5,3,0.0064,7.5935412599668,1,1,1,0,0,2.1,1.8,1.3,1.5,0.8,0.9936,6437,0.9904,6.0,18.8,9.0,34.5,0.67,25.9,0.763,0.802,0.786
960,2023-03-24,Night,Line C,464,43.92,3,0.0065,0.0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.9935,6465,0.9903,6.0,24.0,8.8,35.1,0.47,24.3,0.739,0.833,0.802
961,2023-03-27,Morning,Line C,465,42.77,3,0.0065,0.0,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.9935,6451,0.9903,6.0,17.0,9.8,33.0,0.69,17.8,0.727,0.827,0.823
962,2023-03-27,Afternoon,Line C,497,40.41,4,0.008,2.3238039564249418,1,1,1,1,0,0.8,0.4,0.5,0.4,0.2,0.992,8048,0.988,6.0,18.9,8.9,31.5,0.63,13.4,0.786,0.811,0.839
963,2023-03-27,Night,Line C,499,41.19,4,0.008,7.91475087964804,0,1,1,2,0,2.3,2.5,1.6,1.0,0.6,0.992,8016,0.988,6.0,27.8,7.3,33.8,0.55,15.8,0.758,0.822,0.789
964,2023-03-28,Morning,Line C,489,44.59,5,0.0102,3.507640289135124,4,1,0,0,0,1.1,0.7,0.8,0.5,0.4,0.9898,10224,0.9847,6.0,17.4,5.4,39.2,0.4,12.2,0.75,0.808,0.795
965,2023-03-28,Afternoon,Line C,470,42.21,4,0.0085,10.310181182410732,2,0,0,2,0,3.6,2.9,2.0,1.5,0.3,0.9915,8510,0.9873,6.0,16.6,7.2,35.0,0.54,21.5,0.717,0.767,0.822
966,2023-03-28,Night,Line C,477,44.59,4,0.0084,10.764315432476366,1,2,1,0,0,3.4,2.6,1.9,1.5,1.3,0.9916,8385,0.9874,6.0,24.6,8.9,35.6,0.53,28.2,0.733,0.826,0.79
967,2023-03-29,Morning,Line C,506,44.67,3,0.0059,6.56324391544366,2,0,0,1,0,2.6,1.5,1.2,0.9,0.4,0.9941,5928,0.9911,6.0,31.3,4.9,39.8,0.56,21.6,0.786,0.829,0.847
968,2023-03-29,Afternoon,Line C,487,43.42,1,0.0021,9.397941984870206,1,0,0,0,0,2.5,2.3,2.0,1.2,1.3,0.9979,2053,0.9969,6.0,16.0,9.3,34.2,0.46,16.6,0.772,0.769,0.784
969,2023-03-29,Night,Line C,449,43.93,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,14.2,10.0,33.9,0.54,21.6,0.777,0.788,0.826
970,2023-03-30,Morning,Line C,511,42.44,1,0.002,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.998,1956,0.9971,6.0,5.5,9.8,32.6,0.51,14.9,0.785,0.824,0.828
971,2023-03-30,Afternoon,Line C,467,43.11,2,0.0043,22.07428783637921,1,0,0,1,0,7.1,5.7,3.3,3.8,2.2,0.9957,4282,0.9936,6.0,20.5,4.7,38.4,0.49,19.8,0.724,0.791,0.801
972,2023-03-30,Night,Line C,479,43.32,4,0.0084,9.936429133887142,1,1,0,2,0,3.3,2.6,2.2,1.4,0.5,0.9916,8350,0.9875,6.0,14.5,9.9,33.4,0.64,33.1,0.728,0.837,0.837
973,2023-03-31,Morning,Line C,464,42.72,2,0.0043,17.08761389581965,1,1,0,0,0,5.5,5.0,3.1,1.5,2.1,0.9957,4310,0.9935,6.0,28.9,6.7,36.0,0.53,16.8,0.728,0.812,0.834
974,2023-03-31,Afternoon,Line C,495,44.02,2,0.004,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.996,4040,0.9939,6.0,30.3,7.9,36.1,0.57,19.7,0.767,0.802,0.823
975,2023-03-31,Night,Line C,476,46.1,7,0.0147,1.5274136749886609,2,0,4,1,0,0.4,0.3,0.3,0.2,0.2,0.9853,14705,0.978,6.0,21.2,9.2,36.9,0.59,22.1,0.757,0.795,0.785
976,2023-04-03,Morning,Line C,544,38.86,2,0.0037,4.360492045727564,1,0,1,0,0,1.4,0.9,1.0,0.9,0.2,0.9963,3676,0.9945,6.0,8.8,6.0,32.9,0.47,17.2,0.814,0.816,0.889
977,2023-04-03,Afternoon,Line C,520,38.73,3,0.0058,7.154556889013952,1,0,2,0,0,1.9,2.2,1.4,1.3,0.4,0.9942,5769,0.9914,6.0,21.4,6.5,32.3,0.61,13.2,0.797,0.809,0.883
978,2023-04-03,Night,Line C,436,43.63,1,0.0023,13.461222727570828,0,0,1,0,0,2.7,3.8,3.2,2.2,1.6,0.9977,2293,0.9966,6.0,15.1,4.1,39.6,0.52,11.2,0.761,0.866,0.818
979,2023-04-04,Morning,Line C,519,41.02,3,0.0058,0.6919573782409049,1,2,0,0,0,0.2,0.2,0.1,0.1,0.1,0.9942,5780,0.9913,6.0,23.2,6.7,34.3,0.56,11.2,0.811,0.802,0.85
980,2023-04-04,Afternoon,Line C,516,40.08,6,0.0116,4.511441567884286,4,1,0,1,0,1.2,1.1,0.8,0.7,0.7,0.9884,11627,0.9826,6.0,15.7,8.8,31.2,0.57,22.3,0.762,0.844,0.889
981,2023-04-04,Night,Line C,497,39.37,2,0.004,4.596441609438097,1,0,1,0,0,1.1,1.1,0.9,0.7,0.8,0.996,4024,0.994,6.0,10.8,8.3,31.1,0.62,23.1,0.798,0.813,0.871
982,2023-04-05,Morning,Line C,468,40.37,1,0.0021,16.35367663179368,0,0,1,0,0,4.9,3.3,3.4,2.6,2.1,0.9979,2136,0.9968,6.0,16.6,9.6,30.8,0.67,10.1,0.789,0.822,0.852
983,2023-04-05,Afternoon,Line C,506,38.58,3,0.0059,5.077909672403257,2,0,1,0,0,1.6,1.4,0.9,0.7,0.6,0.9941,5928,0.9911,6.0,16.7,9.0,29.6,0.64,13.7,0.84,0.794,0.858
984,2023-04-05,Night,Line C,493,40.73,5,0.0101,1.4755377021739728,2,0,2,1,0,0.3,0.5,0.3,0.3,0.1,0.9899,10141,0.9848,6.0,17.0,9.9,30.8,0.58,14.5,0.791,0.805,0.88
985,2023-04-06,Morning,Line C,479,40.25,2,0.0042,4.261604427672622,1,0,0,0,1,1.3,1.7,0.6,0.4,0.3,0.9958,4175,0.9937,6.0,20.1,9.2,31.0,0.54,17.5,0.771,0.833,0.823
986,2023-04-06,Afternoon,Line C,476,42.38,1,0.0021,9.42788324565292,1,0,0,0,0,3.1,3.0,1.7,0.9,0.7,0.9979,2100,0.9969,6.0,13.2,9.1,33.3,0.66,16.2,0.765,0.852,0.873
987,2023-04-06,Night,Line C,568,39.08,1,0.0018,15.066457240539526,0,0,1,0,0,5.0,4.1,1.8,2.9,1.4,0.9982,1760,0.9974,6.0,23.5,4.3,34.8,0.52,11.2,0.825,0.865,0.858
988,2023-04-07,Morning,Line C,542,38.61,0,0.0,7.066113346548009,0,0,0,0,0,1.5,1.6,2.4,1.0,0.6,1.0,0,1.0,6.0,13.1,3.5,35.1,0.6,19.0,0.831,0.857,0.874
989,2023-04-07,Afternoon,Line C,514,38.81,1,0.0019,1.1971314736073553,0,0,1,0,0,0.3,0.3,0.2,0.2,0.1,0.9981,1945,0.9971,6.0,5.4,9.5,29.3,0.52,12.6,0.837,0.843,0.861
990,2023-04-07,Night,Line C,516,42.18,3,0.0058,2.329450019537171,0,2,1,0,0,0.6,0.6,0.6,0.3,0.3,0.9942,5813,0.9913,6.0,14.6,6.3,35.8,0.58,8.9,0.804,0.83,0.841
991,2023-04-10,Morning,Line C,501,37.59,2,0.004,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.996,3992,0.994,6.0,10.1,5.5,32.1,0.51,20.5,0.822,0.859,0.834
992,2023-04-10,Afternoon,Line C,517,38.51,6,0.0116,0.0,4,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.9884,11605,0.9826,6.0,21.8,8.4,30.1,0.59,7.3,0.828,0.833,0.827
993,2023-04-10,Night,Line C,506,39.49,2,0.004,1.8725934353738003,2,0,0,0,0,0.5,0.4,0.4,0.4,0.2,0.996,3952,0.9941,6.0,25.8,10.0,29.5,0.44,12.3,0.8,0.841,0.874
994,2023-04-11,Morning,Line C,542,39.68,2,0.0037,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9963,3690,0.9945,6.0,11.8,6.7,33.0,0.49,17.6,0.832,0.845,0.823
995,2023-04-11,Afternoon,Line C,520,40.88,2,0.0038,15.4324443990485,0,1,1,0,0,3.9,3.9,3.4,2.6,1.7,0.9962,3846,0.9942,6.0,21.2,8.6,32.3,0.59,19.8,0.786,0.82,0.82
996,2023-04-11,Night,Line C,495,38.63,5,0.0101,0.9018431251181181,3,0,0,2,0,0.3,0.2,0.2,0.1,0.1,0.9899,10101,0.9849,6.0,22.7,6.6,32.0,0.54,15.7,0.774,0.822,0.824
997,2023-04-12,Morning,Line C,478,39.3,3,0.0063,18.975369958935293,0,1,2,0,0,5.7,4.2,6.5,1.9,0.8,0.9937,6276,0.9906,6.0,10.2,8.7,30.6,0.67,22.6,0.794,0.811,0.856
998,2023-04-12,Afternoon,Line C,538,37.06,4,0.0074,1.7548156997923754,0,1,2,0,1,0.5,0.4,0.4,0.3,0.2,0.9926,7434,0.9889,6.0,19.3,7.2,29.8,0.62,19.6,0.839,0.851,0.843
999,2023-04-12,Night,Line C,467,40.71,2,0.0043,13.725964466865904,2,0,0,0,0,5.2,1.9,3.3,1.8,1.5,0.9957,4282,0.9936,6.0,14.7,6.5,34.2,0.52,17.7,0.778,0.862,0.839
1000,2023-04-13,Morning,Line C,477,40.39,5,0.0105,0.41819076513491255,3,1,0,1,0,0.1,0.1,0.1,0.1,0.0,0.9895,10482,0.9843,6.0,11.7,7.6,32.8,0.62,21.4,0.769,0.801,0.836
1001,2023-04-13,Afternoon,Line C,588,37.45,3,0.0051,0.0,0,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.9949,5102,0.9924,6.0,20.3,8.7,28.8,0.59,16.1,0.831,0.809,0.857
1002,2023-04-13,Night,Line C,513,38.8,5,0.0097,5.173210272668446,2,2,0,1,0,1.8,1.1,1.1,0.8,0.3,0.9903,9746,0.9854,6.0,23.2,8.9,29.9,0.48,2.5,0.829,0.833,0.813
